6,178.669,170.62
7,199.105,202.058
8,184.864,180.701
9,186.893,185.976
10,173.437,162.13
14,172.323,172.424
20,199.583,187.345
21,201.723,191.493
22,171.88,174.2
23,198.734,189.132
