5.626480904831380192e-01 4.833376595736557091e-01 4.259257914900557718e-01 5.221276311211483501e-01 4.818587752312263883e-01 4.810616678476006824e-01
5.047909013878645323e-01 5.047596975346376746e-01 4.941501298354087357e-01 4.939715401548229745e-01 4.740865892637621815e-01 5.000000000000000000e-01
4.929911209148373219e-01 4.938682054785841213e-01 5.087693460859451511e-01 5.076671397169081335e-01 4.312896902293096302e-01 5.000000000000000000e-01
5.191794334730057692e-01 4.934815684919601209e-01 4.759726928352847053e-01 5.079715024526036959e-01 4.535209900660550630e-01 5.172814990392153867e-01
5.185916871798583738e-01 5.171112792598362429e-01 4.769436784462077750e-01 4.789390858850318677e-01 4.312896902293096302e-01 5.196838923345674655e-01
5.043344915526073446e-01 4.939138594513079461e-01 4.945847672482192037e-01 5.076292089912263217e-01 4.657507458628024066e-01 5.093534418335071701e-01
5.091305893073178046e-01 4.941795969157318780e-01 4.885711832123147413e-01 5.072737451826840882e-01 5.089488245322266735e-01 4.773609644912084615e-01
5.015511442279249055e-01 5.028138980976659678e-01 4.980614677275236879e-01 4.964789042725372137e-01 5.089488245322266735e-01 4.908183188084114801e-01
5.129816931383751610e-01 5.197893571776680544e-01 4.830370772167763560e-01 4.736765129006646480e-01 4.156414438075003437e-01 5.196838923345674655e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
