8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
9.897105063531669300e-01 2.093852828971917157e-01 8.560034697041679630e-01
1.101246293398560061e-01 9.719873344246745539e-01 2.173375142581923658e-02
1.101246293398560061e-01 9.719873344246745539e-01 2.173375142581923658e-02
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
9.106164788930611875e-01 9.435530516798990019e-01 9.689881457282394361e-01
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
1.101246293398560061e-01 9.719873344246745539e-01 2.173375142581923658e-02
1.101246293398560061e-01 9.719873344246745539e-01 2.173375142581923658e-02
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
8.366309467804218247e-01 3.923795412042019315e-02 9.421599719619160318e-01
