3.907657767583259112e-01 3.367125975444270058e-01 1.971895404848255928e-01
2.527381480422830062e-01 3.276915491268003189e-01 9.695774401891513183e-02
2.106343469327034423e-01 2.163254300109528905e-01 3.803287410823877890e-01
1.462114662665864595e-01 1.609238088273088063e-01 3.839187391248650716e-01
4.877151574732467854e-01 1.587810809461513151e-01 2.280394634860676562e-01
4.463829956122795095e-01 1.531231378046551128e-01 1.481844134181971029e-01
2.973515977913390729e-01 2.456092743666435652e-01 3.371825307624735091e-01
4.338871343565967598e-01 3.433639038330401072e-01 2.169924358952477206e-01
3.671552953469905400e-01 2.344981343423021558e-01 4.033763800194318794e-01
4.180974322798340359e-01 3.115597243779159031e-01 2.804546720091701251e-01
3.599898616387416928e-01 2.509377386808170907e-01 3.962741761395703333e-01
4.180974322798340359e-01 3.115597243779159031e-01 2.804546720091701251e-01
4.338871343565967598e-01 3.433639038330401072e-01 2.169924358952477206e-01
2.632957379377503515e-01 2.188184373823074125e-01 3.705968924536600650e-01
2.865442195485277121e-01 2.242460786699927988e-01 3.480694007313214211e-01
4.481168100487155082e-01 3.315371731278399237e-01 2.105890806051018971e-01
4.703911687862399882e-01 2.958511432077908232e-01 2.498908932607164513e-01
