8.413953176918411714e-01 6.427020863736092604e-01 2.546859232494029235e-01
2.017258770524685829e-01 3.656470780345176808e-01 2.672841320383959399e-02
1.080191299583658227e-01 7.487757531965519853e-01 4.891022083526362918e-01
2.564032080215785658e-01 6.953790555758752046e-01 4.566646917161842900e-01
3.700268744305281188e-01 2.342365440825227019e-01 2.621597501076151637e-01
8.631320472055662441e-01 5.769907613465464769e-01 1.067297586694201827e+00
6.639243759264795708e-01 1.119618416081534340e+00 7.703004088488105694e-01
3.329375495518114292e-01 3.820890321718262150e-01 2.606079108262601141e-01
7.841896686805942540e-01 2.474040454449709658e-01 5.218582045041539885e-01
8.133046122345152229e-01 8.126530901865228751e-01 5.903324817184070206e-01
8.225393714819917435e-01 4.623969421640049537e-01 3.115691794197353315e-01
7.476904899199314503e-02 6.114032598827461307e-01 7.935524137712003379e-01
2.013691614105391492e-01 4.564402884459634602e-01 3.426539390957931697e-01
1.077566328961746256e-01 4.272845171486001625e-01 1.744384812169717247e-01
4.103687373603925881e-01 7.970626903957821474e-01 4.661980227166533930e-01
6.780783553207705427e-01 6.718565838163678139e-01 7.664806228411935596e-01
2.974258569953520670e-01 2.967665824262166185e-01 8.742884410776662341e-01
