8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
9.726031168568470830e-01 1.585720443517035783e-02 6.587846101885854733e-01
4.692432491211140366e-02 9.176030998440618536e-01 8.204509665190928835e-03
4.692432491211140366e-02 9.176030998440618536e-01 8.204509665190928835e-03
7.453984784864784441e-01 8.310538396472877398e-02 9.499588899563718991e-01
7.453984784864784441e-01 8.310538396472877398e-02 9.499588899563718991e-01
8.830827604363247207e-01 9.637163961685745184e-01 9.089673167719010127e-01
8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
1.942203794053035670e-01 9.850633433381292825e-01 2.350583254151268342e-01
1.942203794053035670e-01 9.850633433381292825e-01 2.350583254151268342e-01
8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
8.820235906166250528e-01 3.054796213048697195e-01 9.897096884776389603e-01
