4.542007697611927797e-01 4.188550388166912830e-01 3.370375596542392049e-01
3.269205309882783350e-01 3.149657110971322838e-01 1.322168015047954781e-01
2.374435752296789326e-01 3.057478661292410971e-01 4.074261576702520316e-01
1.857070393499836714e-01 2.459562095277146032e-01 3.682774937038586494e-01
5.027969414151107763e-01 2.883257401078890281e-01 3.834157172308312878e-01
5.101901666890370501e-01 2.440665762793438609e-01 2.802932091101132950e-01
4.384259463490582376e-01 5.065328303653212627e-01 3.693362347036254767e-01
5.219021065369893186e-01 5.179854935499793589e-01 4.132078953306212443e-01
4.330988603379044011e-01 3.425147616987146981e-01 5.237835356746854965e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
4.496085739551353710e-01 4.040536532689671945e-01 4.594561009963200049e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
5.219021065369893186e-01 5.179854935499793589e-01 4.132078953306212443e-01
2.830020781008521502e-01 2.955603418198137766e-01 4.110187074191251067e-01
2.915947677877320787e-01 2.961270466837654380e-01 4.036569526819507314e-01
5.619184405584777275e-01 4.900027907362887181e-01 3.652270023699329959e-01
4.739622199926726287e-01 3.678492309381998226e-01 3.950499046529868941e-01
