9.354141875184790803e-03 7.841107085862194029e-04 9.898617474162290097e-01
9.501200940498376601e-01 3.126577053621085178e-02 1.861413541395143950e-02
4.349523528072775716e-03 9.445133486332483175e-01 5.113712783867892242e-02
1.858220598143552407e-02 9.710029175890021458e-01 1.041487642956232321e-02
4.869524205579760928e-02 2.409800574125263439e-02 9.272067522029497910e-01
4.913610445659156306e-02 8.827021899517548120e-03 9.420368736438908819e-01
9.310908396635200202e-01 3.919726180923031877e-02 2.971189852724962291e-02
6.674924584762767510e-02 1.894430857914959979e-02 9.143064455732227147e-01
2.677910269018511993e-02 3.132796538894805360e-02 9.418929319208668716e-01
2.637047972858593339e-02 2.939116797850628918e-02 9.442383522929077566e-01
2.058199880692913875e-02 2.144279527311297034e-02 9.579752059199578840e-01
1.111345542650315904e-01 1.293963889326168321e-02 8.759258068417067333e-01
3.826741136182629927e-02 2.141809941008596813e-02 9.403144892280876910e-01
1.426947545611399921e-02 9.611159223763148240e-01 2.461460216757115765e-02
8.511554086417968956e-02 8.834816514248708952e-01 3.140280771094936668e-02
3.380280430448384665e-02 7.467106959642477726e-03 9.587300887358736201e-01
1.247153248551856808e-03 1.290327874043880815e-02 9.858495680110093140e-01
