0.000000000000000000e+00 1.000000000000000000e+00 9.499999999999999556e-01 1.000000000000000000e+00 1.700000000000000122e-01 9.200000000000000400e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.999999999999999667e-02 4.000000000000000222e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 8.100000000000000533e-01 2.099999999999999922e-01 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 8.800000000000000044e-01 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.999999999999999889e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 8.800000000000000044e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 5.300000000000000266e-01 1.000000000000000000e+00 6.400000000000000133e-01 9.000000000000000222e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.599999999999999645e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 5.600000000000000533e-01 1.000000000000000000e+00 6.800000000000000488e-01 1.100000000000000006e-01 8.800000000000000044e-01 1.000000000000000000e+00 9.899999999999999911e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 9.799999999999999822e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.599999999999999645e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 9.300000000000000488e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 9.599999999999999645e-01 3.499999999999999778e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000167e-02 9.899999999999999911e-01 1.900000000000000022e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000222e-01 2.899999999999999800e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.399999999999999689e-01 9.599999999999999645e-01 9.799999999999999822e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 9.499999999999999556e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 9.300000000000000488e-01 1.600000000000000033e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.399999999999999467e-01 1.000000000000000021e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 7.700000000000000178e-01 2.899999999999999800e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.900000000000000133e-01 9.599999999999999645e-01 2.999999999999999889e-02 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.600000000000000089e-01 7.900000000000000355e-01 9.899999999999999911e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 9.599999999999999645e-01 0.000000000000000000e+00 8.000000000000000444e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.899999999999999911e-01 1.000000000000000000e+00
